Indicator,Groups,State,Subgroup,Phase,TimePeriod,TimePeriodLabel,TimePeriodStartDate,TimePeriodEndDate,Value,LowCI,HighCI,ConfidenceInterval,QuartileRange
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,40.7,39.7,41.6,40.650000000000006,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,42.7,39.7,45.7,42.7,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,33.6,32.7,34.4,33.55,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,38.9,36.4,41.4,38.9,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,31.9,28.5,35.4,31.95,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,43.9,39.8,48.1,43.95,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,45.4,40.3,50.5,45.4,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,36.7,35.2,38.2,36.7,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,38.5,36.9,40,38.45,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,30.7,29.8,31.5,30.65,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,30.3,24.8,36.2,30.5,29.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,31.5,28.8,34.4,31.6,29.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,36.4,32.3,40.7,36.5,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,38,33.1,43.1,38.1,39.099999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,37.4,34.2,40.6,37.400000000000006,39.099999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,35.9,32.3,39.7,36.0,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,40.2,35.3,45.3,40.3,39.099999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,34.7,30.4,39.3,34.849999999999994,34.05
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,37.6,34.1,41.3,37.7,39.099999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,36.8,33.9,39.8,36.849999999999994,39.099999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,36.2,31.8,40.7,36.25,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,37,31.4,42.9,37.15,39.099999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,33.3,29.9,36.8,33.349999999999994,29.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,36.6,32.7,40.7,36.7,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,37.8,33.5,42.4,37.95,39.099999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,28.2,24.6,32.1,28.35,29.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,32.5,28.4,36.9,32.65,29.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,36.4,32.5,40.4,36.45,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,38.9,34.3,43.7,39.0,39.099999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,34.3,30.6,38.1,34.35,34.05
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,32.9,29.3,36.6,32.95,29.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,40.6,36.9,44.4,40.65,39.099999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,39.4,35.8,43.1,39.45,39.099999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,32.4,29.1,35.9,32.5,29.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,34.5,28.8,40.5,34.65,34.05
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,35.2,30.2,40.4,35.3,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,27.3,23.5,31.4,27.45,29.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,28.6,24.9,32.7,28.8,29.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,34.8,30.4,39.4,34.9,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,34.8,30.6,39.2,34.900000000000006,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,37.6,34.2,41.1,37.650000000000006,39.099999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,34.6,29.9,39.7,34.8,34.05
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,41.4,36.7,46.1,41.400000000000006,39.099999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,34.6,29.4,40.1,34.75,34.05
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,27.7,23.8,31.9,27.85,29.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,35.1,31.7,38.7,35.2,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,34.1,29.6,38.8,34.2,34.05
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,36.8,33.2,40.6,36.900000000000006,39.099999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,35.1,31.7,38.7,35.2,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,34.4,29.9,39.1,34.5,34.05
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,33.3,29.4,37.4,33.4,29.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,25.6,20.5,31.1,25.8,29.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,33.4,28,39.3,33.65,34.05
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,34.9,30.8,39.2,35.0,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,34.7,31.1,38.4,34.75,34.05
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,33.9,28.5,39.6,34.05,34.05
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,33.7,30.3,37.2,33.75,34.05
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,35,32.2,37.8,35.0,35.75
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,34.3,29.5,39.3,34.4,34.05
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,31.1,28.1,34.3,31.2,29.45
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,1,1,Apr 23 - May 5,2020-04-23T00:00:00,2020-05-05T00:00:00,31,26.4,35.8,31.099999999999998,29.45
Symptoms of Depressive Disorder,National Estimate,United States,United States,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,24.1,23,25.2,24.1,27.85
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,36.2,32.2,40.2,36.2,27.85
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,27.7,25.7,29.8,27.75,27.85
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,25.5,23.1,28,25.55,27.85
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,24.1,22,26.2,24.1,27.85
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,17.6,15.7,19.6,17.65,27.85
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,12.2,10.4,14.2,12.3,27.85
Symptoms of Depressive Disorder,By Age,United States,80 years and above,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,9.1,6.9,11.6,9.25,27.85
Symptoms of Depressive Disorder,By Sex,United States,Male,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,22.3,20.6,24,22.3,27.85
Symptoms of Depressive Disorder,By Sex,United States,Female,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,25.8,24.7,27,25.85,27.85
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,27.9,24.4,31.6,28.0,27.85
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,22.5,21.6,23.4,22.5,27.85
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,27.7,23.8,31.9,27.85,27.85
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,19.5,15.4,24.3,19.85,27.85
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,33,28.6,37.7,33.150000000000006,27.85
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,31.4,25.9,37.3,31.599999999999998,27.85
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,27.1,24.9,29.4,27.15,27.85
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,26.5,25,28.1,26.55,27.85
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,17.2,16,18.3,17.15,27.85
Symptoms of Depressive Disorder,By State,Alabama,Alabama,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,22.5,16.4,29.5,22.95,21.85
Symptoms of Depressive Disorder,By State,Alaska,Alaska,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,25.1,20.3,30.4,25.35,24.35
Symptoms of Depressive Disorder,By State,Arizona,Arizona,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,25.3,19.7,31.7,25.7,24.35
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,24.5,19.2,30.5,24.85,24.35
Symptoms of Depressive Disorder,By State,California,California,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,22.8,19.2,26.8,23.0,21.85
Symptoms of Depressive Disorder,By State,Colorado,Colorado,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,23.6,17.8,30.2,24.0,24.35
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,21.5,16.2,27.6,21.9,21.85
Symptoms of Depressive Disorder,By State,Delaware,Delaware,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,23.3,18.3,28.9,23.6,24.35
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,30.3,22.8,38.6,30.700000000000003,30.6
Symptoms of Depressive Disorder,By State,Florida,Florida,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,24.8,20,30,25.0,24.35
Symptoms of Depressive Disorder,By State,Georgia,Georgia,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,25.6,20.7,30.9,25.799999999999997,24.35
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,16.8,12.1,22.4,17.25,18.65
Symptoms of Depressive Disorder,By State,Idaho,Idaho,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,17,13.2,21.5,17.35,18.65
Symptoms of Depressive Disorder,By State,Illinois,Illinois,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,29.2,25.2,33.5,29.35,30.6
Symptoms of Depressive Disorder,By State,Indiana,Indiana,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,19.9,14.8,25.8,20.3,18.65
Symptoms of Depressive Disorder,By State,Iowa,Iowa,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,18.1,12.9,24.2,18.55,18.65
Symptoms of Depressive Disorder,By State,Kansas,Kansas,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,16.7,12.8,21.2,17.0,18.65
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,25.6,19.8,32.2,26.0,24.35
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,30,23.2,37.5,30.35,30.6
Symptoms of Depressive Disorder,By State,Maine,Maine,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,17.1,12.2,23,17.6,18.65
Symptoms of Depressive Disorder,By State,Maryland,Maryland,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,24.6,18.3,31.8,25.05,24.35
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,18.9,15.2,23,19.1,18.65
Symptoms of Depressive Disorder,By State,Michigan,Michigan,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,23.4,18.8,28.4,23.6,24.35
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,18.4,13.8,23.9,18.85,18.65
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,35.5,27.5,44.1,35.8,30.6
Symptoms of Depressive Disorder,By State,Missouri,Missouri,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,24.1,18.5,30.5,24.5,24.35
Symptoms of Depressive Disorder,By State,Montana,Montana,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,20.8,14.7,28.2,21.45,21.85
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,21.6,15.4,28.9,22.15,21.85
Symptoms of Depressive Disorder,By State,Nevada,Nevada,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,31.2,25.4,37.5,31.45,30.6
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,23.3,18.2,28.9,23.549999999999997,24.35
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,26.4,20.3,33.2,26.75,30.6
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,29,20.8,38.3,29.549999999999997,30.6
Symptoms of Depressive Disorder,By State,New York,New York,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,29.2,24.2,34.6,29.4,30.6
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,20.2,15.6,25.5,20.55,18.65
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,20.2,13.9,27.9,20.9,18.65
Symptoms of Depressive Disorder,By State,Ohio,Ohio,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,26.4,21.3,32.1,26.700000000000003,30.6
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,20.7,15.4,26.9,21.15,21.85
Symptoms of Depressive Disorder,By State,Oregon,Oregon,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,17.8,13.7,22.6,18.15,18.65
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,23,18.8,27.8,23.3,21.85
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,22.8,15.3,31.9,23.6,21.85
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,25.6,20.6,31.1,25.85,24.35
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,20.5,13.5,29.2,21.35,18.65
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,21.7,15.2,29.5,22.35,21.85
Symptoms of Depressive Disorder,By State,Texas,Texas,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,25.7,21.8,30,25.9,30.6
Symptoms of Depressive Disorder,By State,Utah,Utah,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,22.6,17.9,27.8,22.85,21.85
Symptoms of Depressive Disorder,By State,Vermont,Vermont,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,26.8,20.4,34.1,27.25,30.6
Symptoms of Depressive Disorder,By State,Virginia,Virginia,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,20.6,16.4,25.4,20.9,18.65
Symptoms of Depressive Disorder,By State,Washington,Washington,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,22.9,19.4,26.6,23.0,21.85
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,31.8,24.7,39.7,32.2,30.6
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,22.9,17.2,29.5,23.35,21.85
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,18.6,11,28.5,19.75,18.65
Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,30,28.9,31,29.95,27.85
Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,42,38.3,45.7,42.0,27.85
Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,34.3,32.6,36.1,34.35,27.85
Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,1,2,May 7 - May 12,2020-05-07T00:00:00,2020-05-12T00:00:00,31.9,29.3,34.6,31.950000000000003,27.85
